Date,"Gross Domestic Product, Nominal, National Currency","Gross Domestic Product, Deflator, Index","Household Consumption Expenditure, incl. NPISHs, Nominal, National Currency","External Sector, Exports of Goods and Services, Nominal, National Currency","External Sector, Imports of Goods and Services, Nominal, National Currency","Consumer Price Index, All items, Index","Producer Price Index, All Commodities, Percentage change, previous period, Percent","Real Effective Exchange Rate, Consumer Price Index","Interest Rates, Money Market Rate","Public Final Consumption Expend., Nominal",M2,International Reserves,Crude Oil income,Population,"Real wage, NSA",Employment in Manufacturing,Population,Bicurrency bundle,Y must be real and equal C+I+G,Y must be SA,Y must be per capita,Ymust be an index value,C must be real,C must be SA,C must be per capita,C must be an index value ,Inflaiton CPI,real exchange rate (US dollar),real exchange rate (Euro),real exchange rate weighted,real balances must be real and per capita,M must be an index value,Domestic Inflaiton ,"Real wage, must be SA",Crude Oil income,Oil imcome must be per capita,oil income 
2007 Q2,7689.2244,69.01,3835.2949,2405.5123,1715.4415,72.4538321257695,8.85496183206108,91.5320785593435,3.33333333333333,1419.3383999999999,10827.4,405839.81,50715,142151,178.18,114.136721342562,142.151,29.909505000000003,10142.230981017245,10490.154,73795.85089095398,1.2650140093105948,5557.592957542384,5678.1407,39944.43021857039,1.1817368578605818,1.0208342012039249,0.8325083816490902,0.8711213030510283,0.8496677286247786,105126.66848900447,1.8755806665546313,1.0885496183206107,179.34575,43848.599299787806,308.46493728350697,-0.0042619349522841
2007 Q3,8786.109199999999,72.55,4205.6188,2558.2696,1915.2505,73.9373654343773,5.36465638148667,92.3478997922215,4.96666666666667,1442.5,11461.8,425377.75,55447,142099,181.38,113.899687114819,142.099,29.79625,11224.107649896621,10610.297,74668.34390108305,1.2799703499112307,5796.855685733977,5799.3315,40811.90930266927,1.2074008115455739,1.0204755672002634,0.8070445869160098,0.8585357920720573,0.8298219595509483,109093.23815016919,1.9463488310551627,1.0536465638148667,183.79358,47470.83844443512,334.0687720844983,0.0425865305321462
2007 Q4,9675.310599999999,76.16,4728.7888,2978.7896,2128.5045,76.4750687254155,3.52745424292848,93.4732813867325,5.46666666666667,1518.0146000000002,12869,478762.32,68521,142047,204.6,113.833317531051,142.047,29.614615,11587.480961134454,10700.296,75329.26425760488,1.2912998962196554,6209.018907563025,5741.6851,40421.02332326624,1.1958366368520332,1.0343223385919873,0.7590200890770776,0.8562614709879813,0.8013314353836984,118465.76383263436,2.1135654680843965,1.0352745424292848,192.99194,57010.953544390155,401.35274623462766,0.194889709128618
2008 Q1,8929.8515,80.73,4358.4462,2921.9236,1816.0465,80.1017919983035,5.85020893603341,95.7244278795978,3.8,1738.2382,12973.8,512583.83,74200,141980,199.9,114.971081824215,141.98,29.687865000000002,9691.532763532763,10900.891,76777.65178194112,1.3161282637643765,5398.793756967671,5714.1139,40245.90717002395,1.1906559092371736,1.0474236026633699,0.7218619169472409,0.8367951968034992,0.7714866266327269,114076.9220582755,2.035263483451298,1.058502089360334,208.71978,60658.925793417606,427.2357077998141,0.227453809415158
2008 Q2,10329.5661,85.91,4838.5345,3307.1012,2239.5285,83.2195019463416,9.50501062860614,98.5182613212995,3.86666666666667,1824.9847,13841.2,568966.12,85049,141891,211.69,114.241016402769,141.891,29.606360000000002,10781.042253521127,11166.29,78696.2527573983,1.3490170655456133,5632.096961936911,5800.8404,40882.37027013694,1.2094853655582718,1.0389218501891209,0.6913097212747453,0.8322216864188888,0.7514974791385998,117217.85836257512,2.0913013993473974,1.0950501062860614,212.82203,67880.9509173029,478.4020897541274,0.312420048132123
2008 Q3,11754.9046,91.22,5309.9153,3675.1596,2569.7138999999997,84.9865352502244,8.51358846367165,98.9810848167492,5.76666666666667,1859.4297,14045.7,556813.28,90105,141817,214.65,113.330804968237,141.817,29.764265,11674.478074983555,11008.629,77625.59495688105,1.3306637692494117,5820.999013374259,5826.6854,41085.944562358534,1.215508013599933,1.0212334039805016,0.703094348874607,0.8078877358842691,0.748454563874569,116537.30483058437,2.0791595416674804,1.0851358846367165,217.74557,73442.0050352327,517.8646074534978,0.365044657292131
2008 Q4,10867.8725,86.7,5676.7712,3019.3693,2485.6976,86.9968352167194,-16.7901865576284,100.146832707874,8.46666666666667,1937.1916,12975.9,426283,60785,141805,226.46,111.282829240542,141.805,31.177205000000004,11919.493425605535,10960.761,77294.60174182856,1.3249898587385502,6547.6023068050745,6074.1042,42834.20330735869,1.2672294121713734,1.0236543348964176,0.749986638125335,0.775770700645166,0.7614816761754591,105182.25845303234,1.8765724554440133,0.832098134423716,212.88293,53147.77575475415,374.7947939406519,0.0168492648285933
2009 Q1,8380.9475,83.44,4904.936,2223.9715,1713.584,91.0980418150326,-7.2788697788698,87.8962587104478,11.4333333333333,1937.2296000000001,11581.6,383808.16,34845,141900,199.06,106.143927183085,141.9,38.670925000000004,9432.598274209013,10644.904,75016.9415081043,1.2859460362292277,5878.398849472675,6161.4443,43421.03100775193,1.2845904289382581,1.0471420206045037,0.8880439525738317,0.9086323384079177,0.8972503550367285,89593.62819189223,1.59845336391282,0.927211302211302,208.43114,30609.163085703272,215.70939454336343,-0.559230281576699
2009 Q2,9389.5951,87.9,5129.281099999999,2535.1865,1883.5809,93.5659651072339,7.28718118582312,91.909636708142,7.5,2010.8802,12650.5,412511.51,42013,142129,204.63,103.252109604627,142.129,37.41272000000001,9940.829920364049,10331.279,72689.45113242196,1.2460480216901115,5835.359613196813,6018.8616,42347.87833587798,1.2528417205569973,1.027090848969204,0.8285090435934096,0.8792446003036118,0.8509672744031838,95127.72025720288,1.6971879308292601,1.0728718118582312,205.66485,36170.55188716564,254.49100385681768,-0.415714390632207
2009 Q3,10636.506599999999,90.33,5385.3360999999995,2939.1063,2089.9208,94.7004084216599,4.84717505402903,91.9498765877921,6.76666666666667,2025.2615,13101.9,413362.2,52760,142434,205.04,101.204133876932,142.434,37.372635,10835.072622606,10194.825,71575.78246766924,1.2269574299341581,5961.846673308978,5930.7292,41638.43745173203,1.2318532514092086,1.012124529609948,0.8013930665838116,0.8861177969069293,0.8384674854912679,97133.4372888419,1.7329722293444838,1.0484717505402903,208.52666,44215.32492959086,310.4267585660086,-0.237485860170979
2009 Q4,11095.0315,90.86,5783.3793,3143.7619,2267.2414,94.9942884167619,0.206124852767962,95.1388243588148,5.4,2093.3213,15267.6,439446.59,61091,142738,226.36,100.464587086375,142.738,35.8113,11246.435174994496,10316.92,72278.72045285768,1.2390072455837389,6365.154413383227,5929.6678,41542.32089562695,1.2290096890807818,1.0031032600598033,0.752987947932004,0.8644578058451078,0.8012501501308412,112598.77665262876,2.00889166947645,1.0020612485276796,211.95384,50256.22806209213,352.08723719046174,-0.130248633026663
2010 Q1,9968.8706,95.37,5340.6145,3032.3872,1782.1618999999998,97.6698950388351,1.02850426094622,98.4877566328407,3.8,2096.2374,15639.4,447438.23,61946,142962,205.99,99.4595619607471,142.962,35.016365,9141.916011324316,10347.427,72378.86291462068,1.2407238951721316,5599.889378211176,5910.8834,41345.835956407995,1.2231967761560258,1.0281659736250108,0.7462227839583454,0.7963429690559813,0.7683741491673961,112005.34582000587,1.9983041809485385,1.0102850426094623,216.21245,52894.85073622005,369.99238074607274,-0.097998281932166
2010 Q2,11159.8209,99.5,5720.772599999999,3276.614,2274.8495,99.1011450149809,5.87550901687028,102.551596986918,2.9,2145.4147000000003,16900.9,461197.2,61797,143051,216.91,99.3268227932113,143.051,33.958214999999996,10209.10190954774,10635.717,74349.127234343,1.2744983138745665,5749.520201005024,5943.4509,41547.77596801141,1.2291710747874682,1.0146539522293612,0.7473960267546239,0.7419315482209276,0.7449320484975962,119217.56897241638,2.126978536390076,1.0587550901687028,217.53665,55030.609824456325,384.69224139961506,-0.0747255791678984
2010 Q3,12200.2184,99.79,6125.730799999999,3354.1868999999997,2753.4462000000003,100.529028324516,1.12637362637362,100.885440886564,2.6,2167.5432,17690.2,490094.46,59063,143037,216.26,99.0613444581398,143.037,34.627700000000004,11623.887864515482,10893.989,76162.03499793759,1.305575314692999,6138.621906002605,6027.7426,42141.14250159049,1.2467255398058572,1.0144083432065216,0.7467101608865951,0.7496536887644455,0.7480333154314447,123024.85596911838,2.194904914973889,1.0112637362637362,220.57884,52227.23599892571,365.1309521237561,-0.141008404766112
2010 Q4,13398.090199999999,104.42,6656.2316,3866.1227999999996,2979.1564,102.699931621668,5.81363759847869,98.0752054936769,2.96666666666667,2262.1284,20011.9,479373.94,71205,142973,236.37,99.4026737460889,142.973,35.66414,11981.539743344185,10969.287,76722.78681988906,1.3151877644710124,6374.479601608888,5959.0219,41679.35134605834,1.233063669398887,1.021594790413612,0.7352715914102779,0.7810258271970516,0.755519556666837,136290.04644364858,2.4315711686447714,1.0581363759847868,220.56397,61313.84494340814,428.84911796918396,0.0073072761390609
2011 Q1,12804.624199999998,118.62,6810.618,3607.1491,2386.2299,106.944698217588,7.08600770218228,105.379721135759,2.86666666666667,2652.5332999999996,19788.7,502452.38,76877,142914,207.3,100.692139945008,142.914,34.09742,9765.389479008596,11077.454,77511.32849126049,1.328705004927851,5741.542741527567,6096.0229,42655.183536952296,1.2619331979102766,1.041331737313683,0.6814927481111012,0.7222589917571418,0.6995447669226926,129474.19827546271,2.309968598772044,1.0708600770218228,218.17526,65992.96339723065,461.7669605303235,0.0701961413291814
2011 Q2,14304.5141,123.47,7296.5255,4156.2601,2923.2967999999996,108.555298190745,3.95588587868616,107.774552005669,3.6,2714.9222999999997,20721.9,524516.77,88035,142903,220.98,99.8767422015739,142.903,33.51825,10586.823357900705,11055.451,77363.32337319721,1.326167890096336,5909.553332793391,6115.1933,42792.61667004891,1.2659990914023818,1.0150601198563403,0.6531998386487998,0.7279745102644022,0.6858475880167189,133578.69698588652,2.3831975761363795,1.0395588587868616,221.05392,73515.16412700542,514.4410133237611,0.168690971247397
2011 Q3,15666.775599999999,121.97,7768.0877,4197.2271,3191.0927,108.695298188412,-0.714944649446485,104.878791057912,4.13333333333333,2721.6309,21480.4,516840.19,82547,142938,222.75,99.4216364843083,142.938,34.50553,12019.874723292613,11238.974,78628.31437406428,1.3478524606843667,6368.8511109289175,6201.6198,43386.78168156824,1.2835771790086261,1.0012896652673828,0.6798131319303337,0.7416809737097871,0.7069878731434428,138255.97362738336,2.46664557051315,0.9928505535055352,228.07509,69495.82719059815,486.19560362253674,0.104458329301311
2011 Q4,16922.2035,125.41,8313.697,4904.5559,3510.1375,109.566564840557,3.0197444831591,101.614648693837,5.1,2783.6356,24204.8,498644.92,94354,143009,254.6,99.6397079738314,143.009,36.104165,12381.616378279245,11322.159,79170.95427560504,1.357154434564637,6629.213778805518,6201.0486,43361.247194232536,1.2828217534169712,1.0080156793041293,0.7236680480413491,0.7599789900756139,0.7397881705844648,154475.66835824042,2.756023577938501,1.030197444831591,236.97504,81589.80771332061,570.5221889064368,0.258041818811477
2012 Q1,14834.7946,131.21,7775.0899,4359.428599999999,2821.4593,111.078298148695,1.62344983089064,106.817830639438,4.76666666666667,3035.1317000000004,23747.8,513488.23,90189.2,143103,227.87,99.118232672798,143.103,34.44032,10134.002972334425,11519.258,80496.2719160325,1.3798731289314055,5925.683941772731,6334.8234,44267.57929603153,1.3096351550426173,1.0137973962251887,0.6974077638179624,0.7060699620977491,0.7012925236267008,149398.22137516877,2.66543608445295,1.0162344983089064,240.19014,79242.15547358445,553.7420981641507,0.223440425017065
2012 Q2,16118.8995,133.54,8282.356,4551.6743,3326.7541,112.712164788131,0.554692700244069,106.132114229161,5.63333333333333,3091.7325,24461,514314.2,85323.40000000001,143208,244.27,98.7010524319712,143.208,34.44456,11153.19701961959,11659.981,81419.89972627227,1.3957060261097127,6202.153661824173,6420.3004,44831.99541925032,1.32633313602091,1.014709143610112,0.6869993531878923,0.7112535812439933,0.6978096809250102,151543.0895227341,2.7037029989067567,1.0055469270024406,243.36976,74313.67972184869,518.9212873711573,0.155172479947577
2012 Q3,17500.6106,132.19,8936.0929,4529.696,3785.3509,115.25879807902,2.49338040600178,105.580038824444,5.46666666666667,3155.0495,24437.8,529891,81256.5,143305,235.23,98.1037261780601,143.305,35.599975,12675.89492397307,11829.261,82546.04514845957,1.415010495377138,6760.0369922081845,6562.2743,45792.36104811416,1.3547450936941285,1.022594129885412,0.7186210823506316,0.69640969183013,0.7085396160589835,147953.98817987225,2.6396693033114182,1.0249338040600178,241.66166,73085.25160481154,509.99791776149846,0.136248142136753
2012 Q4,18521.839600000003,134.57,9587.5081,4883.973400000001,3853.3073999999997,116.724898054585,1.95909580193757,107.406767944195,6.13333333333333,3221.4986,27164.6,537616.12,90038.20000000001,143374,268.64,98.3881672513511,143.374,35.231880000000004,12997.825369696071,11863.038,82741.90578487034,1.4183679530924538,7124.550865720443,6652.3036,46398.25630867522,1.372670215106304,1.012720069964289,0.6890245220337616,0.6991399582339363,0.6935582292077654,162319.01899509507,2.8959579735293985,1.0195909580193756,249.94111,79427.70172922932,553.9895778120812,0.218909498050647
2013 Q1,15831.9147,139.02,8673.8094,4267.704,3095.4202999999998,118.991198016813,-0.886824324324343,111.107503778605,5.7,3416.2983,27198.6,527706.32,86556.49999999999,143395,238.28,97.3641793875036,143.395,34.79381,10544.97985901309,12017.837,83809.31692178946,1.436665594837816,6239.252913249892,6699.4221,46720.05369782767,1.3821904369105436,1.0194157373448138,0.6652743802938498,0.6815849659084552,0.6725652749062415,159403.44559869307,2.843940791088346,0.9911317567567566,251.66309,75650.90356589289,527.570023821562,0.171427709546406
2013 Q2,17091.2431,139.97,9282.0324,4589.1398,3652.4225,120.789131320181,-1.10779718789945,109.354836572432,6.3,3467.6767,28212.3,513770.49,83662.40000000001,143365,259.73,97.0512942068835,143.365,35.996880000000004,11541.42016146317,12080.718,84265.46228158895,1.4444848727980502,6631.44416660713,6865.3952,47887.52624420186,1.4167295536545175,1.0151098008368145,0.685103528722277,0.69780392123963,0.6907898456034832,162917.40966815816,2.906633951314818,0.9889220281210055,257.78423,73489.8437864615,512.606590077505,0.145689930724241
2013 Q3,18740.2985,139.8,9934.6834,4899.875400000001,4097.6266000000005,122.587231290213,4.38646647504634,106.424647205243,6.16666666666667,3518.5892999999996,28352.6,522578.73,87140.3,143351,250.38,96.2643405707784,143.351,37.58223,12831.222961373389,11951.51,83372.3517798969,1.4291751056111073,7106.354363376251,6896.8445,48111.589734288566,1.4233583648126058,1.014886272882166,0.7026533990353849,0.7210708779536585,0.7108823204152321,161341.81108680938,2.8785234606096193,1.0438646647504635,257.56346,76028.76244970028,530.3678554715369,0.184465132300076
2013 Q4,19655.2499,139.89,10435.0674,5152.589599999999,4075.4575,124.192631263456,0.0225479143180839,106.679247292464,6.23333333333333,3595.7266,31155.6,509592.61,91695,143435,279.67,96.2548592016687,143.435,37.822900000000004,13280.518836228466,12092.674,84307.69338027677,1.4452088014583162,7459.480591893632,6941.2674,48393.12162303482,1.43168735105109,1.0130959803590178,0.6862104054589288,0.7279541267793275,0.7046903432592291,174898.1247769949,3.120383687253453,1.0002254791431808,260.23662,78863.29049332546,549.8190155354374,0.226638813047745
2014 Q1,17314.8198,148.64,9545.3181,4820.031599999999,3446.388,126.59099789015,1.09541253381409,101.624159585024,6.66666666666667,3426.0022999999997,29519.3,486128.66,83831.40000000001,143700,247.79,96.0083436048165,143.7,40.847125000000005,10724.687970936493,12023.077,83667.8983994433,1.4342413879239575,6421.769442949409,6855.3747,47706.156576200425,1.411363818797306,1.019311666097212,0.7289775500419101,0.7715596802993826,0.7478406541279082,162273.07400364784,2.8951382620430364,1.0109541253381409,262.24925,71749.13152394447,499.29806210121416,0.137962274612895
2014 Q2,18977.236100000002,151.21,10165.141599999999,5227.5725,3931.8086000000003,129.935731167738,2.65717055676464,104.199090429133,8.1,3517.2749,30073.1,478248.33,88867.79999999999,144199,265.38,95.1929458613824,144.199,40.823674999999994,11693.322002513063,11979.365,83075.22937052268,1.424081810990873,6722.532636730374,6822.2669,47311.471646821396,1.3996872539862135,1.026421572886963,0.7194041898638042,0.7564254254537626,0.7358340538090015,160504.55253110125,2.8635858050882907,1.0265717055676464,262.69961,76190.42136701313,528.3699704367792,0.203742580935113
2014 Q3,20750.207,151.83,10863.6006,5191.7213,4229.3408,131.997197800047,2.06741573793877,104.173917840366,8.03333333333333,3566.7628999999997,30297.6,454238.84,81881.59999999999,144862,251.58,94.5008059163743,144.862,41.536235000000005,13032.883158796018,11955.532,82530.49108807003,1.414743866507671,7155.108081406836,6917.5554,47752.726042716524,1.412741554184489,1.0158652790405112,0.7333222116304697,0.7435001522343051,0.7378849280022642,158448.8308986604,2.8269093669870737,1.0206741573793876,258.84987,71362.12321603052,492.62141359383776,0.144611368500209
2014 Q4,22157.3956,155.52,11729.589699999999,6186.6092,4743.9981,136.086097731898,-0.233561211758725,86.8188813926923,11.29,3697.005,31615.7,385458.92,69810,145585,274.47,94.8421352043235,145.585,52.9147,13319.69167952675,11966.801,82198.03551190026,1.4090448880928867,7542.17444701646,6994.5206,48044.2394477453,1.4213658388068489,1.0309771722430425,0.9228736507195648,0.8971415117670005,0.9112040978171022,159577.77679126407,2.847051060053045,0.9976643878824127,255.50438,62468.52953905058,429.08630380225003,0.0188012268977457
2015 Q1,18632.1551,162.4526770013867,10220.206199999999,6334.3589,4021.9013,147.107464214876,4.99804763764153,76.6914363962866,15.6666666666667,3511.122,31028.9,356364.13,54120.899999999994,146267,225.62,94.7378401441168,146.267,66.13686000000001,10045.816296311754,11505.156,78658.5901126023,1.3483714496645114,6291.18977209145,6795.296,46458.16212816288,1.374442500115792,1.080988188115226,1.115190910658578,0.9775992262152783,1.0510284057469046,144206.65944533594,2.5728126490795185,1.0499804763764153,238.96807,50891.11837181262,347.93301545675115,-0.177083018339444
2015 Q2,19694.5513,161.72568526748458,10693.716,5499.7453,3698.0836,150.498897491685,6.45221271848271,92.2796076321077,13.2333333333333,3594.9557999999997,31958,361570.55,54944.9,146806,242.54,93.7517777567081,146.806,55.15591500000001,11063.727799580034,11506.933,78381.89856000435,1.3436283823230764,6612.255797409815,6760.5124,46050.65460539759,1.3623865850139334,1.0230541209782207,0.9339835459690077,0.7945730639779789,0.8684539627624445,144644.6810945379,2.580627459047186,1.064522127184827,239.75643,52448.5721069082,357.2644994544378,-0.135054082402593
2015 Q3,22115.9587,164.5300028654312,11003.028900000001,5779.7299,4724.1260999999995,152.716397454727,1.22270742358078,79.6734308862031,11.1833333333333,3653.8626,32074.4,371265.92,45829.1,147100,227.26,93.1070446572485,147.1,66.286485,12800.312729116784,11694.952,79503.41264445956,1.3628534608518326,6687.551637010157,6639.3505,45134.945615227734,1.3352957726319126,1.0147343269618605,1.104289582259149,0.9409321205384672,1.0275355795350054,142777.63951428814,2.547317290068167,1.0122270742358077,234.00584,43556.8924796661,296.10395975299866,-0.306707810558486
2015 Q4,22985.7881,165.44878877874982,11634.0939,6246.6302000000005,4704.9857999999995,155.782264070296,-0.15530629853322,78.9584986434555,11.2133333333333,3784.0014,35179.7,368397.81,43990.5,147048,247.71,92.8605290603963,147.048,68.83829500000002,12961.1971524776,11568.989,78674.91567379358,1.3486513036585708,7031.839873761758,6535.1408,44442.22838800935,1.3148020648734184,1.0200755561725314,1.127550064995838,0.9518267159110894,1.0447821871966456,153573.0459818272,2.7399197566842646,0.9984469370146677,230.91016,42125.589542855465,286.4750934582957,-0.32042951083264
2016 Q1,18804.1939,167.54165464041887,10620.483699999999,5288.364,3975.8932,159.385430676909,-3.11095748358104,72.3644423861672,10.9333333333333,3871.6351,34698.7,387007.25,32265.9,146546,224.18,92.2916469138143,146.546,78.16027,10440.22344027882,11786.155,80426.31665142687,1.3786739505401715,6339.010870337819,6683.5308,45607.05034596646,1.3492627652271636,1.023129504684738,1.248927087571039,1.0488465134379272,1.1545580381521892,148556.14294201217,2.650412436774851,0.9688904251641896,237.23323,30816.800338586352,210.2875570714066,-0.609365862029319
2016 Q2,20417.167100000002,,10943.1657,5303.0635999999995,4228.567400000001,161.545897307568,,,10.81,3918.9388,35867.9,392755.69,,,243.24,,0,,,,,,,,,,,,,,,,,,,,
2016 Q3,22222.4047,109.29270519468966,11608.1005,5482.968,4756.5938,163.132463947792,,,10.2933333333333,3949.3756000000003,36148.8,397742.59,,,230.1,,0,,,,,,,,,,,,,,,,,,,,
2016 Q4,23744.3066,106.9543583542653,12137.465,6064.893,4722.1833,164.72579725457,,,10.18,4011.094,38417.9,377738.06,,,253.8,,0,,,,,,,,,,,,,,,,,,,,
2017 Q1,20299.6105,108.3646202103874,11212.9031,5583.5273,3831.5467000000003,166.747563887541,,,10.05,4078.3993,38555.2,397902.01,,146813,233.75,,146.813,,,,,,,,,,,,,,,,,,,,
2017 Q2,22181.507100000003,106.38425204394919,11634.308,5636.1982,4628.2143,168.32063052799,,,9.27333333333333,4137.8742999999995,,412230.48,,,258.29,,0,,,,,,,,,,,,,,,,,,,,
2017 Q3,23673.8976,103.13259081534787,12415.738,5897.4571,5244.2917,168.635897189402,,,8.62,4151.7109,,424757.64,,,242.8,,0,,,,,,,,,,,,,,,,,,,,
2017 Q4,25494.941,,12950.8976,6848.9113,5337.0911,168.982563850291,,,7.92666666666667,4180.9437,,432731.02,,,275.09,,0,,,,,,,,,,,,,,,,,,,,
2018 Q1,,,,,,170.507597158207,,,7.13,,,457982.89,,146891,259.41,,146.891,,,,,,,,,,,,,,,,,,,,
2018 Q2,,,,,,172.321963794634,,,6.975,,,456734.98,,,280.16,,0,,,,,,,,,,,,,,,,,,,,
2018 Q3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
