Date,Employment in Manufacturing,Industrial Production,"""Consumer Prices. all items""",Interbank rate,"Interest Rates, Lending Rate",Реальные денежные доходы (HHI_M_DIRI),Unemployment Rate,"""Producer Prices. all items""",Ввод в действие жилых домов (CONSTR_M_NAT),Индекс реальных инвестицй в основной капитал,Реальная зарплата (WAG_M),М2,RTS index,Real Effective Exchange Rate. Consumer Price Index,"Commodity Prices, Natural Gas",Trade Balance ,Total Reserves excluding Gold,"National Currency per U.S. Dollar, end of period, курс на ММВБ",Заявленная потребность в работниках ,Индекс реальнго объема сельхозпроизводства,Индекс реального оборота розничной торговли ,Сальдо консолидированного бюджеьа,"Goods, Value of Exports","Goods, Value of Imports"
2009 Jun,103.060631856985,90.8075672972748,94.1169384313844,6.8,15.6,186.4,8.3,96.5962441314554,4900,241.4,199.02,13161,984.39,93.76,8.6,7437.1,395890.314142226,30.02,1178,167.6,241.6,-414.29999999999995,23573,14669
2009 Jul,102.230036676664,93.8078173181098,94.709878421502,6.5,14.9,181.4,8.1,98.3274647887324,4100,229.6,194.24,13121,943.74,92.49,6.79,9431.7,384875.421634386,29.04,1148,287.4,246.9,1.599999999999909,26166,15213
2009 Aug,101.762230195794,92.8077339778315,94.709878421502,6.6,15.2,174.3,7.9,99.73591549295774,4000,245.3,189.19,13305,1057.35,90.89,6.18,10505.2,391875.533691575,29.12,1121,441.3,250.9,9.700000000000045,26805,14818
2009 Sep,101.599929988145,95.0079173264439,94.6814684219755,7.2,14.7,180.4,7.6,100.90962441314554,5300,271.2,194.3,13649.5,1186.42,92.41,6.18,10120.9,394516.296693661,30.2,1104,642.6,250.4,-383.20000000000005,28613,16811
2009 Oct,101.514006348802,99.1082590215851,94.6814684219755,5.8,14.1,191.6,7.7,100.02934272300469,4740,283.5,193.72,13874.7,1378.36,95.13,6.45,9912.1,414024.038812328,30.39,1005,407.9,258.6,28.5,30162,18409
2009 Nov,101.189405933504,99.9083256938078,94.9560384173994,5.3,13.8,186.2,8.2,99.50117370892019,5800,288,197.4,14224.1,1412.71,96.35,6.45,10113.8,424690.157401522,30,893,262.7,256.1,-203,30400,18442
2009 Dec,100.731146523672,106.508875739645,95.3453584109107,5.1,13.7,261.1,8.2,100,14300,480.6,245.37,15697.7,1411.16,94.19,6.45,11049,416648.888637787,29.49,724,131.5,308,-1303.1999999999998,33687,20580
2010 Jan,99.9960220537338,91.0075839653304,96.9090283848495,4,13.9,146.7,9,98.94366197183098,3100,118.1,188.2,15331,1519.89,96.66,7.59,14720.8,413508.877512135,29.14,802,78.8,239,396,26977,11142
2010 Feb,100.129681048268,90.9075756313026,97.7424383709594,3.8,12.7,180.3,8.5,100.90962441314554,2900,145.3,188.38,15565.9,1415.01,98.35,7.59,13331.1,413332.645171943,30.48,888,84.9,231.4,-152.29999999999995,30094,15239
2010 Mar,100.349263682146,102.408534044504,98.3582183606964,3.6,11.8,185.4,8.5,102.7582159624413,3600,176,202.51,15996.5,1516.44,100.94,7.59,12712.4,423317.926720857,31.24,987,119,250.4,-1.2999999999999545,32992,18436
2010 Apr,100.272887113841,96.5080423368614,98.6434583559424,3.3,11.4,198.7,8.1,106.01525821596242,3800,185,199.88,16435,1617.56,102.68,8.35,11898.6,435560.292831432,30.21,1174,136.3,251.9,66.59999999999991,32693,18904
2010 May,99.9578337695811,95.9079923326944,99.1366683477222,2.8,11.3,187,7.2,108.89084507042253,3100,221.5,198.28,16813.9,1400.68,102.57,7.87,10147.7,428988.84495651,30.85,1323,155.8,257.9,-20.09999999999991,31106,19053
2010 Jun,99.8050806329705,97.4081173431119,99.5233083412782,2.6,11.4,195,6.7,105.51643192488262,5100,271.5,212.36,17190.3,1382.25,101.96,8.06,10294.3,432990.703894774,30.54,1279,160.9,261,-16.59999999999991,31554,19327
2010 Jul,99.776439419856,98.1081756813068,99.8815883353069,2.6,10.5,196.8,6.8,106.1619718309859,3100,232.7,207.05,17330.1,1402.14,101.38,8.48,7833.9,448037.306768742,30.81,1270,258.1,268.8,21.200000000000045,30726,20811
2010 Aug,99.7000628515507,99.208267355613,100.430898326152,2.6,10,185.6,6.7,109.62441314553989,3800,265.7,200.4,17663.8,1458.5,101.66,8.57,5294.5,447068.424023639,31.36,1256,336.3,273.7,-46.30000000000018,31260,23605
2010 Sep,99.7668923488178,100.908409034086,101.27459831209,2.6,9.7,187.8,6.5,108.24530516431922,4500,291.8,201.2,17909.2,1477.95,99.59,8.49,8140.1,458314.558239621,30.5,1236,481.3,269.3,-137.60000000000014,33670,23209
2010 Oct,100.091492764115,106.208850737561,101.780898303652,2.7,8.9,196.6,6.7,110.65140845070422,4600,305.8,199.8,18099.7,1581,97.64,8.64,7690.7,463760.064159349,29.81,1167,392.8,277.9,-73.39999999999986,34589,24453
2010 Nov,100.186963474497,107.308942411868,102.60539828991,3.2,9.1,195.8,6.6,115.52230046948355,5900,318.9,203.2,18529.4,1605.15,96.86,8.71,7507.6,448775.610954255,28.9,1081,244.3,276.8,-136.29999999999995,34506,24544
2010 Dec,99.9673808406193,114.10950912576,103.713498271442,3,9.1,274.8,7,116.66666666666666,15000,546.6,262.1,20173.5,1733.3,99.71,8.73,12855.4,443585.838959012,28.45,982,132.3,329.7,-1485,42507,26956
2011 Jan,100.597487529138,96.6080506708892,106.171498230475,2.7,8.6,146.4,7.6,119.19014084507045,2600,118.1,190.8,19303.4,1877.68,103.74,9.19,11739.2,450757.642890731,27.41,1039,80.2,248.2,468.9000000000001,29590,16228
2011 Feb,101.494912206726,95.8079839986666,106.999598216673,2.8,8.7,179.5,7.4,123.18075117370893,2700,153.3,189.1,19531.3,1899.62,105.25,9.14,15786,458041.879792168,27.97,1113,86.5,245,-12.900000000000091,39623,21670
2011 Mar,101.714494840603,106.208850737561,107.662998205617,3.1,8.7,178.6,7,124.85328638497653,4000,181.5,206,19786.8,1988.45,107.22,9.12,12987.6,465447.784560369,27.87,1232,121,263.1,361.0999999999999,42461,26794
2011 Apr,101.724041911642,101.808484040337,108.1259981979,3.3,8.4,195.8,7.1,127.31807511737088,3100,195.3,203.7,20046.6,2051.23,106.6,10.03,16192.1,483217.161532788,27.69,1444,138.4,265.5,355.20000000000005,45803,26919
2011 May,100.511563889795,101.808484040337,108.64499818925,3.8,8,177.6,6.2,128.63849765258217,2900,241.7,204.7,20188.7,1868.02,107.84,10.02,13316,480136.417126654,28.93,1579,157.8,273,270.29999999999995,44039,27930
2011 Jun,100.229734352748,103.708642386866,108.894898185085,3.7,8.6,196.6,6,125.73356807511739,5400,292.5,216.4,20742.6,1885.72,108.65,10,13430.2,484004.475343899,32.1,1563,164.1,276.2,303.79999999999995,43656,27478
2011 Jul,100.282434184879,103.608634052838,108.883998185267,3.9,7.9,195,6.4,123.43554392772303,3700,257.7,211.6,20847.5,1951.14,108.82,11.2,11894.5,490248.467013291,30.13,1521,296.3,285.3,336.79999999999995,41435,26855
2011 Aug,100.101039835154,105.108759063255,108.622698189622,4,7.9,186,6,127.4606160123225,3900,298.1,207.6,21083.8,1675.51,104.86,11.11,11471.2,496362.082486188,31.39,1471,423.4,296.2,274.29999999999995,43842,29428
2011 Sep,99.9100984143903,105.508792399367,108.579198190347,4.5,8,191.1,6,128.09062729512942,5500,324.4,211.3,21497.4,1531.45,100.61,11.11,13511.9,472488.19201534,32.17,1442,670.5,294.7,67.90000000000009,43037,26841
2011 Oct,100.416093179413,109.809150762564,109.10039818166,4.9,8.6,193,6.2,129.24564798027555,5000,356.2,211.5,21380.9,1417.63,99.33,12.11,13674.8,476956.55992703,30.26,1361,551.4,303.3,275.3000000000002,45247,28702
2011 Nov,100.41312404032,111.509292441037,109.558598174023,5,8.8,197.2,6.2,130.4706699190666,6500,360.1,216.8,21961.9,1496.66,102.84,12.02,13696.5,462683.343389604,29.04,1263,343.2,300.2,-59.90000000000009,46427,29755
2011 Dec,100.158322261383,118.809900825069,110.040698165988,5.4,9.3,284.4,6,130.69248826291079,17000,630.9,291.4,24543.4,1420.82,102.52,12.11,17297.5,453948.219572556,29.34,1161,138.6,360.6,-1780,50248,29955
2012 Jan,99.604592141169,100.108342361863,110.590898156818,4.8,8.8,147,6.3,130.2816901408451,3100,137.5,210.4,23677.9,1486.65,103.84,12.33,18441.9,456544.793398295,29.4,1260,82.2,267.2,413.4000000000001,39497,19141
2012 Feb,99.8623630591995,102.308525710476,111.000098149998,4.4,8.9,184.5,6.2,131.66079812206573,2800,178,212.1,23851.3,1654.32,107.03,12.22,17711.4,463808.657798264,32.94,1373,89.8,265.8,-187.5,44877,24696
2012 Mar,99.9960220537338,109.609134094508,111.643898139268,5.1,9.2,184.5,6.3,134.47769953051647,3900,200.9,224.2,24041.3,1700.59,109.67,12.51,15412.5,465660.727911017,32.85,1499,126.9,284.2,294,46658,28405
2012 Apr,99.9291925564666,104.208684057005,111.9899981335,5.3,9,198.6,5.6,135.3579812206573,2900,212,226.2,24247.2,1608.15,109.29,12.57,15454.9,476453.861627381,32.21,1708,145.3,284.8,116.5,44903,26771
2012 May,99.2704446548333,105.208767397283,112.572298123795,5.8,8.9,187.2,5.2,132.1596244131456,3100,275.6,230.5,24450.1,1384.26,106.96,12.57,14501.4,465126.251354637,32.51,1825,165.2,294.1,414.5000000000002,45473,28156
2012 Jun,98.9172030264212,105.208767397283,113.574198107097,5.8,9.3,211.6,5.2,131.1326291079813,5200,319.9,238.1,24764,1296.74,102.22,12.56,11133.1,467989.598926827,30.92,1754,169.5,298,89.40000000000009,40810,26979
2012 Jul,98.8854303740062,107.308942411868,114.971198083813,5.6,9.5,196.6,5.2,129.66549295774652,4200,284.1,228.6,24646.4,1369.21,105.03,11.38,8485,461861.712696979,31.3,1709,285.3,303.3,261.6999999999998,41155,29700
2012 Aug,98.6403379663144,109.709142428536,115.086098081898,5.3,9.1,201.3,5,136.32629107981228,4300,316.5,220.1,24573.5,1421.08,105.86,11.4,8164.1,464856.554522417,30.82,1636,405.6,311.8,191.20000000000005,41119,29959
2012 Sep,98.7453557477342,107.908992416035,115.719098071348,5.5,8.9,200.3,5,142.8990610328639,5100,328.5,221.2,24657.5,1486.96,105.55,11.38,12829.6,476378.604740394,30.32,1571,612.8,310.3,-7.7999999999999545,42930,27364
2012 Oct,99.2322563706806,113.609467455621,116.251398062477,6.1,9.1,200.3,5.1,140.58098591549305,5500,389.9,227,24739.2,1479.5,106.92,11.57,11167.3,475257.484657375,30.03,1484,470.4,317.4,192.70000000000027,46540,32157
2012 Nov,99.1081444471845,115.109592466039,116.646698055888,6.1,9.1,215.1,5.2,138.9377934272301,7200,370.8,231.7,25080.6,1411.41,106.89,11.64,11622.3,476240.034052395,30.52,1388,310.6,315.2,-43.5,45268,30587
2012 Dec,98.8408264581159,122.210184182015,117.27659804539,6.2,9.4,300,5.1,137.411971830986,18400,630.4,306.1,27405.4,1497.75,108.1,11.64,13162.5,486576.821774557,31.04,1298,140.6,378.5,-1471.6999999999998,48203,31855
2013 Jan,97.6474425783453,99.6083006917243,118.41419802643,5.4,8.8,148.2,6,136.79577464788738,3600,143.1,222.6,26745,1596.31,110.73,11.39,14946.2,480193.317999606,31.01,1420,83.5,279,288.4000000000001,38714,21712
2013 Feb,98.0293254198719,99.3082756896408,119.077298015378,5.7,9.6,197.1,5.8,137.8521126760564,2900,180,220.3,27169.9,1580.03,111.56,11.36,12720.4,475649.059390348,31.82,1584,91.2,274,-192.69999999999982,41763,26484
2013 Mar,98.1247961302536,112.709392449371,119.482098008632,6,10,202.7,5.7,138.55633802816908,3900,206.8,236.9,27465.9,1498.22,111.52,11.36,13250.8,477265.416408803,32.71,1698,128.5,297,195.20000000000005,44356,28370
2013 Apr,98.1438902723299,107.708975747979,120.091497998475,6.2,10.2,216.8,5.6,136.91314553990614,3700,215.7,246.8,27841.2,1391.46,109.99,11.64,11643.4,486349.017169309,33.01,2002,146.4,297,105.19999999999982,44333,29849
2013 May,97.6092542941927,108.909075756313,120.884097985265,6.4,9.9,188,5.2,135.59272300469488,3400,274.2,242.9,28083.5,1405.84,111.08,11.41,11974.1,473392.062680325,33.23,2085,166.2,303.8,174,40879,26383
2013 Jun,97.2846538788951,106.708892407701,121.391797976803,6.3,9.5,216.4,5.4,136.14734159835947,5100,319.7,252.3,28506.1,1281.47,107.14,11.32,10766.5,475222.992814295,32.47,1975,171.5,309,-34.799999999999955,41707,28243
2013 Jul,97.2560126657806,108.209017418118,122.387197960213,6.1,9.2,205.8,5.3,138.90845070422537,4200,290,244.3,28734.3,1328.68,107.1,10.98,10427.3,470215.298938486,32.06,1817,300.7,316.7,201.5999999999999,43585,30263
2013 Aug,96.7882061849105,107.708975747979,122.558597957357,6.1,9.3,210.1,5.2,142.8110328638498,5100,312.9,236.4,28779.2,1319.8,105.4,10.97,11330.6,464200.817724833,33.16,1776,418.6,324.9,111.70000000000005,42399,28351
2013 Sep,96.6927354745289,110.209184098675,122.815897953068,6.3,9.5,202.1,5.3,144.84461349580226,6800,323.8,236.9,28629.3,1392.55,106.38,10.96,13221.6,479449.431982873,32.68,1721,623.3,320.4,64.70000000000005,44675,28692
2013 Oct,97.0173358898265,115.809650804234,123.5159979414,6.1,9.2,211.8,5.5,143.1546222740244,6700,389.3,241.4,28545.8,1479.13,107.31,10.93,9724.9,480283.397726142,35.13,1619,573.4,327.7,223.5999999999999,43390,30648
2013 Nov,97.0077888187883,119.409950829236,124.22339792961,6.2,9,220.3,5.4,141.02495853926325,7600,388.5,243.3,29167.3,1437.42,106.74,10.96,14011.3,474948.677865097,36.13,1527,342.3,328.1,-106.60000000000014,46669,29793
2013 Dec,97.4565011575821,129.310775897992,124.838497919358,6.4,9.4,310.2,5.6,142.4676339724886,16400,629.7,316.8,31404.7,1414.44,105.68,10.99,13790.4,469602.70799302,35.52,1378,142.4,391.7,-1879,49366,32481
2014 Jan,96.2535702067733,100.708392366031,125.574997907083,6.1,9.2,147.6,5.6,143.10446009389673,4800,132.9,235.4,30136.1,1372.92,104.1,10.9,16480.4,457207.139684735,35.69,1407,85.3,286.7,745.1999999999999,39529,20977
2014 Feb,96.6927354745289,102.208517376448,126.454097892432,6,9.4,196.1,5.6,142.48826291079814,4100,172.2,231.6,30459,1316.28,100.72,10.83,9898.6,448737.174295445,34.73,1492,93.3,285.3,-538.9000000000001,36339,24089
2014 Mar,96.6736413324526,111.609300775065,127.743897870935,7.9,10.3,189.2,5.4,145.73014279045833,5000,197.2,247.6,29800.1,1149.43,98.99,10.69,16879.6,442773.463027765,33.9,1684,131.8,309.8,322.0999999999999,46944,27372
2014 Apr,96.5017940537656,110.009167430619,128.893597851773,7.9,10.5,217.8,5.3,146.79865004525203,4300,210.2,257,30160,1181.92,101.54,10.79,17038.5,427970.804730566,35.48,1980,151.4,305.5,191.20000000000027,47522,27753
2014 May,95.6043693761782,108.009000750063,130.05359783244,8.2,10.6,200.1,4.9,147.41784037558688,4600,266.9,249.6,30245.6,1263.99,104.87,10.64,15319.2,423769.698368933,36.88,2179,171.8,310.7,332.9000000000001,43945,26159
2014 Jun,95.4611633106057,109.909159096591,130.859997819,8.2,10.7,208.9,4.9,148.62089201877933,6800,317.7,259.8,30426.2,1361.1,106.59,10.52,11273.3,431956.031175379,39.42,2187,176.5,312.6,35.09999999999991,40600,26745
2014 Jul,95.2797689608806,111.109259104925,131.501197808313,8.2,10.7,211.9,4.9,151.02699530516432,5800,287.5,249.2,30524.8,1314.87,106.66,9.4,14088.9,422650.716083337,42.18,2198,326.1,322.3,300.1999999999998,46185,29153
2014 Aug,94.9360744035067,110.809234102842,131.816797803053,7.9,10.6,219.5,4.8,151.02699530516432,5600,307.9,235.2,30688.9,1222.8,104.14,10.38,13642.7,419237.809800352,49.4,2123,438.3,331.9,124,41413,25278
2014 Sep,95.1365628953081,114.809567463955,132.673597788773,8,10.6,203.3,4.9,149.88262910798122,7300,318.1,242.5,30644.8,1194.98,101.69,10.4,9486.4,409222.831350957,56.58,2040,725,326.6,30.5,38054,26037
2014 Oct,95.3847867423004,122.01016751396,133.761497770642,8.2,10.8,216.5,5.1,150.37458765796154,7800,386.8,244.7,30268.4,1073.04,96.14,10.4,12025.6,383281.420334339,69.62,1902,505.3,333.8,47.40000000000009,41502,26785
2014 Nov,95.5757281630637,121.110092507709,135.473697742105,10.2,12,212.8,5.2,149.67649625149647,7800,358.5,242.2,30625.6,1030.34,87.86,10.16,11352.7,373657.241548198,61.19,1698,344.1,334.1,-41.5,36681,23072
2014 Dec,95.3943338133385,136.211350945912,139.023097682948,15.47,18.31,286.8,5.3,150.79225352112678,19700,623.1,306.4,32110.5,824.73,75.82,10.45,11448.4,339369.961911438,57.86,1396,148.3,411.6,-2393.1000000000004,38093,24457
2015 Jan,95.4420691685294,100.708392366031,144.375497593742,17,19.9,145.4,5.5,152.78755868544602,6200,127.7,218.5,31448.6,770.02,70.14,9.5,13800.7,327146.043932586,51.31,1310,87.2,274.6,-171.79999999999995,27895,12155
2015 Feb,95.4611633106057,100.408367363947,147.580597540323,15.12,18.1,191.8,5.8,156.01525821596243,6100,164.9,216.9,31716.4,859.38,73.98,9.29,12040.8,313431.073416952,52.65,1212,95.8,264.4,-662.3000000000002,29389,15416
2015 Mar,95.3370513871096,113.009417451454,149.366297510562,14.9,17.9,185.5,5.9,164.612676056338,6200,192,224.3,31636.7,866.91,81.9,9.29,13238.8,309092.428348927,55.71,1212,136.7,282.4,386.9000000000001,32894,17082
2015 Apr,,108.10900908409,150.05339749911,14.36,17.17,212.9,5.8,168.98474178403754,4900,199.8,235.3,32103.4,1001.25,92.91,7.39,13394.2,307716.649518476,51.7029,1236,155.7,275.6,-379.6999999999998,30703,16164
2015 May,,105.408784065339,150.578597490357,,16,185.7,5.6,,4600,246.2,234.8,32310.2,1046.88,,,,308895.013098389,52.9716,1375,175.6,281.7,-18.90000000000009,30646,15290
2015 Jun,,108.909075756313,150.864697485588,,15.5,202.2,5.3,,6400,294.4,241.4,31958,952.09,,,,313341.118579275,,1386,178.4,282.8,-37.09999999999991,30075,16221
2015 Jul,,109.409117426452,152.071597465473,,14.7,205.9,5.3,,5500,262.6,229.4,32094.2,893.13,,,,312661.726615569,,1353,318.1,291.9,70.79999999999973,27304,16726
2015 Aug,,111.009250770898,152.603897456602,,14.2,209.1,5.3,,5200,286.3,217.2,32383.6,811.25,,,,318660.408036601,,1330,446.9,300.9,-39.59999999999991,25114,16261
2015 Sep,,114.409534127844,153.473697442105,,13.97,194.3,5.2,,7000,298.9,220.9,32074.4,797.31,,,,322373.715552576,,1336,749.5,291.9,99.90000000000009,26342,16830
2015 Oct,,120.110009167431,154.609397423177,,13.58,202.8,5.5,,6900,364.6,222.2,32170.2,850.02,,,,319060.125260848,,1288,541.9,296.5,162.0999999999999,26960,16913
2015 Nov,,122.410200850071,155.76899740385,,13.75,200.2,5.8,,7800,339.1,220.7,32754.2,861.55,,,,317027.94081041,,1207,350.6,293.6,-396,25397,16456
2015 Dec,,133.611134261188,156.96839738386,,13.8,301.5,5.8,,18100,568,285.1,35179.7,785.27,,,,319835.205901372,,1135,152.9,353.8,-1827.9999999999995,28746,17438
2016 Jan,,99.80831735978,158.475297358745,,13.37,136.9,5.8,,5500,,211.8,33975.7,693,,,,320178.573959461,,1116,90.2,257.9,557.5999999999999,17134,9854
2016 Feb,,104.208684057005,159.473697342105,,13.41,184.9,5.8,,4700,,218.6,34318.9,722.86,,,,323274.679778627,,1124,99.6,254.8,-641.5,20118,12870
2016 Mar,,113.409450787566,160.207297329878,,13.24,184.8,6,,5400,,228,34698.7,844.26,,,,328870.554128852,,1167,141.6,268.6,-379.0999999999999,23172,15380
2016 Apr,,109.109092424369,160.91219731813,,13,199.3,5.9,,4700,,233.2,35113.1,907.4,,,,331013.510143496,,1231,161.3,264,-236.5,21737,15131
2016 May,,107.008917409784,161.571897307135,,13.1,176.6,5.6,,4400,,237.2,35650.5,911.28,,,,329786.008069509,,1419,181.7,266.9,-194.0999999999999,22029,14456
2016 Jun,,111.109259104925,162.15359729744,,12.7,193.6,5.4,,6800,,243.6,35867.9,919.84,,,,329258.286785319,,1419,183.9,268.8,-167.80000000000018,24021,16008
2016 Jul,,111.009250770898,163.029197282847,,12.44,189.7,5.3,,5700,,226.1,36039,940.03,,,,329391.206957856,,1426,341.9,279.5,210.20000000000027,22428,16215
2016 Aug,,112.609384115343,163.045497282575,,12.2,188.8,5.2,,5600,,222.7,36194.4,952.03,,,,330487.901827657,,1407,472.9,288.5,-52.90000000000009,23087,18478
2016 Sep,,114.509542461872,163.322697277955,,12.1,189.7,5.2,,6700,,224.9,36148.8,981.32,,,,332230.988932908,,1406,785.4,283,-215,25368,17984
2016 Oct,,122.110175847987,164.02499726625,,12.07,191.2,5.4,,6100,,223.6,36051,994.85,,,,326308.389945247,,1360,565.5,283.8,114.80000000000018,24734,18206
2016 Nov,,126.510542545212,164.746697254222,,11.72,188.2,5.4,,7300,,225.6,36433,995.15,,,,323630.091808104,,1267,374.9,281.3,-344,26558,17614
2016 Dec,,133.911159263272,165.405697243238,,11.83,280.2,5.3,,17300,,295.3,38418,1117.67,,,,317544.458956084,,1176,162,335.6,-1793.7999999999997,31295,19476
2017 Jan,,105.8,166.431197226147,,11.61,149.3,5.6,,4300,,219.7,38016.8,1163.32,,,,327643.870446464,,1208,91,253,295.89999999999986,25441,13676
2017 Feb,,102.3,166.797297220045,,11.48,178.1,5.6,,3900,,225.6,38475.2,1159.53,,,,330469.302066653,,1248,100.1,248.2,-273.0000000000002,25818,15582
2017 Mar,,116.6,167.01419721643,,11.41,177.6,5.4,,4900,,240.5,38555.2,1102.87,,,,330332.312250311,,1341,143.6,268.8,121.30000000000018,31329,18730
2017 Apr,,111.7,167.565297207245,,11.02,184,5.3,,4200,,248.4,38663.8,1103.79,,,,332336.017091778,,1433,163,265.3,-156.69999999999982,26097,18094
2017 May,,113.7,168.185297196912,,,175.9,5.2,,4300,,250.4,39222.9,1092.04,,,,336421.86671844,,1620,182.7,270.3,176.29999999999973,28253,
2017 Jun,,115.2,169.211297179812,,10.68,193.5,5.1,,6400,,260.2,39623.1,1011.6,,,,343460.276946238,,1656,182,273.3,-99.29999999999973,29520,
2017 Jul,,112.9,169.329697177838,,10.44,182.3,5.1,,5400,,239.6,39275.9,1020.51,,,,348396.004584756,,1664,333.5,283.7,324,24685,
2017 Aug,,117.3,168.415297193078,,10.41,186.8,4.9,,6300,,235.1,39419.3,1041.56,,,,350473.79285899,,1652,498.6,293.6,12.200000000000273,29070,
2017 Sep,,120.9,168.162697197288,,10.03,188.1,5,,6700,,241.7,39571,1118.55,,,,351154.141589901,,1648,854.7,292.2,-11.400000000000091,30818,
2017 Oct,,125.9,168.498997191683,,9.82,188.5,5,,6900,,243.1,39667.5,1134.62,,,,351138.945773792,,1585,553,293.9,307.9000000000001,31489,
2017 Nov,,127.3,168.869697185505,,9.67,188,5.1,,7100,,245.8,40114.4,1142.26,,,,355512.856038528,,1507,380.4,290.4,-326.89999999999964,33348,
2017 Dec,,136.7,169.578997173683,,9.43,276.7,5.1,,18800,,322.5,42442.1,1139.36,,,,356084.02096411,,1392,167.4,346.7,-1719.3999999999996,37107,
2018 Jan,,108.3,170.104697164922,,9.14,139.2,5.2,,5000,,246.1,41598,1261.16,,,,367339.347583799,,1377,93.2,260.7,416.5,33398,
2018 Feb,,105.6,170.461897158968,,8.81,185.6,5,,5200,,252.2,42045.6,1260.09,,,,373056.270287746,,1410,102.7,253.4,-107.19999999999982,31197,
2018 Mar,,119.8,170.95619715073,,8.77,185.8,5,,5500,,264.1,42375.3,1260,,,,377500.492816165,,1468,147.4,274.7,403.4000000000001,36897,
2018 Apr,,116.1,171.605897139902,,8.66,194.2,4.9,,4500,,270.4,43121.7,1155.87,,,,378718.413251747,,1527,167,272.5,86.40000000000009,,
2018 May,,117.9,172.257997129033,,8.75,176.1,4.7,,3500,,272.8,43255.2,1169.86,,,,376122.012997776,,1681,186.9,276.6,477,,
2018 Jun,,,173.101997114967,,,195,4.7,,5300,,282.7,44125.3,1137.93,,,,378567.984861903,,1741,183.5,281.3,,,
2018 Jul,,,,,,185.8,4.7,,5000,,262,,1160.07,,,,,,,336.4,290.6,,,
2018 Aug,,,,,,,,,,,,,,,,,,,,,,,,
